Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
686,5,1,571,1,3,3,0,4,0,21,2,2,0,5,6,5,108,57,1,1,12,13,2,4,2,0,0,534,191,1,0,1,4,143,256,0,558,0,0,3,0,3,1,2,5,6,0,2,242,2,78,89,0,0,0,0,0,7,1,6,5,227875
687,12,1,100,1,1,3,0,2,0,21,2,2,4,5,6,4,105,54,1,1,8,8,2,4,2,78,0,190,32,1,0,1,4,11,74,0,161,0,0,2,1,2,1,2,2,6,0,2,166,2,0,48,0,0,0,0,0,2,1,8,4,148800
688,0,3,287,1,3,1,0,4,0,22,2,2,0,2,7,5,108,57,1,1,8,8,2,4,2,472,0,306,521,1,0,1,4,506,0,0,349,1,0,2,0,2,1,2,5,6,1,2,233,2,74,0,0,0,0,0,0,9,1,6,5,392000
689,11,3,232,1,0,3,0,0,0,16,2,2,4,2,5,4,106,56,1,1,12,13,2,4,2,3,0,688,492,1,0,1,4,482,0,0,315,0,0,2,0,2,1,2,4,6,1,2,149,2,118,18,0,0,0,0,0,5,1,8,4,194700
690,11,4,80,1,3,3,0,4,0,5,2,2,4,2,5,4,105,54,1,1,12,13,2,4,2,354,0,74,174,1,0,1,4,128,0,0,45,1,0,1,0,1,1,2,1,6,1,2,115,2,83,0,0,0,0,0,0,4,2,8,4,141000
691,5,3,1028,1,0,3,0,0,0,15,2,2,0,5,9,5,95,45,1,7,6,6,0,4,2,611,0,588,713,1,0,1,4,744,415,0,857,0,1,3,1,4,1,0,8,6,2,3,377,2,230,38,0,0,0,0,0,0,1,8,4,755000
692,5,3,1046,1,0,3,0,4,1,23,2,2,0,5,6,4,90,40,3,1,8,8,2,4,2,476,0,141,407,1,0,1,4,410,382,0,797,1,0,2,1,4,1,2,7,6,2,2,278,2,201,17,0,0,0,0,0,3,0,8,4,335000
693,1,3,113,1,3,3,0,0,2,17,2,2,0,2,4,5,25,18,1,1,8,8,3,4,0,0,0,616,322,1,0,1,4,291,0,0,144,0,0,1,0,2,1,3,2,6,0,1,66,2,0,0,38,0,0,0,0,11,0,8,0,108480
694,4,4,138,1,3,3,0,0,0,3,2,2,0,0,4,5,39,0,1,1,13,14,3,1,0,0,0,560,219,1,4,1,4,286,46,0,423,0,0,1,1,3,1,3,3,6,0,2,240,2,53,0,0,0,0,0,0,3,3,8,4,141500
695,0,3,902,1,0,3,0,4,0,23,2,2,0,2,5,5,88,37,1,1,6,6,3,4,1,483,4,33,349,1,2,1,4,339,0,0,187,1,0,2,0,2,1,2,3,6,1,2,222,2,64,0,0,0,0,0,0,6,0,8,4,176000
696,1,4,135,1,3,3,0,4,0,3,2,2,0,2,4,6,25,0,1,1,13,15,3,4,1,303,0,0,47,1,2,1,4,21,0,0,5,0,0,1,0,2,1,3,2,6,0,1,9,2,0,0,46,0,0,0,0,5,0,8,4,89000
697,0,3,155,1,0,3,0,4,0,7,2,2,0,2,4,6,53,2,1,1,13,14,3,4,2,63,103,123,261,1,1,1,0,348,0,0,195,0,1,1,0,2,1,3,4,6,0,1,56,2,0,0,0,0,0,0,0,8,0,8,4,123500
698,0,3,327,1,3,3,0,4,0,19,5,2,0,2,4,7,66,59,1,1,8,8,3,2,1,265,16,127,201,1,0,1,4,158,0,0,61,1,0,1,0,3,1,3,3,6,1,1,70,2,242,122,0,0,0,0,0,3,4,8,4,138500
699,11,1,76,1,1,3,0,4,0,21,2,2,4,2,6,4,105,54,1,1,8,8,2,4,2,2,0,700,507,1,0,1,4,496,0,0,335,0,0,2,0,2,1,2,3,6,0,2,207,2,88,131,0,0,0,0,0,6,2,8,4,196000
700,0,3,926,1,3,3,0,4,0,23,2,2,0,2,7,4,103,52,3,1,12,13,2,4,2,572,0,338,661,1,0,1,4,678,0,0,578,1,0,2,0,3,1,2,5,6,1,3,346,2,174,65,0,0,0,0,0,4,0,8,4,312500
701,0,3,498,1,3,3,0,4,0,14,2,2,0,2,6,4,70,19,3,1,6,6,3,4,1,0,0,648,385,1,4,1,4,361,0,0,203,0,0,1,1,3,1,3,4,6,0,2,205,2,0,0,0,0,0,0,0,6,0,0,4,140000
702,5,3,820,1,0,3,0,4,0,22,2,2,0,5,7,4,107,56,3,1,12,13,0,4,2,0,0,664,422,1,0,1,4,427,388,0,806,0,0,2,1,4,1,0,8,6,1,3,295,2,204,84,0,0,0,0,0,6,0,6,5,361919
703,14,4,238,1,3,3,0,4,0,17,1,2,1,5,4,8,9,46,1,1,13,14,3,2,0,0,0,223,7,1,2,1,4,259,193,0,584,0,0,2,0,4,2,2,6,6,1,2,300,0,213,0,10,0,0,0,0,4,4,8,4,140000
704,0,3,320,1,3,3,0,4,0,5,2,2,0,2,6,4,105,55,1,1,12,13,2,4,2,363,0,473,544,1,0,1,4,539,0,0,387,1,0,2,0,3,1,2,5,6,0,2,259,2,0,24,0,5,0,0,0,4,4,8,4,213000
705,14,4,119,1,3,3,0,4,0,9,2,2,1,5,3,4,34,0,3,1,12,15,1,1,3,0,0,0,0,1,1,0,4,1,160,0,153,0,0,2,0,3,2,1,5,4,0,0,0,0,0,0,0,0,0,0,18,6,4,8,4,55000
706,0,3,1068,1,1,2,0,1,2,4,2,2,0,2,6,4,72,52,1,1,9,10,3,4,1,558,0,269,619,1,4,1,4,682,0,0,587,1,0,2,0,2,1,2,3,6,2,2,334,2,229,36,0,0,0,0,0,5,1,8,4,302000
707,11,3,145,1,3,3,0,4,0,16,2,2,4,2,7,4,107,56,3,1,8,8,2,4,2,439,0,296,475,1,0,1,4,462,0,0,293,1,0,2,0,2,1,2,4,6,1,2,221,2,118,26,0,0,0,0,0,11,3,8,4,254000
708,5,3,411,1,0,3,0,4,0,8,2,2,0,5,6,4,108,57,3,1,12,13,2,4,2,0,0,452,102,1,0,1,4,55,163,0,368,0,0,2,1,3,1,2,6,6,1,2,101,2,46,14,0,0,0,0,0,6,1,6,5,179540
709,0,3,199,1,0,3,0,4,0,19,2,2,0,2,4,6,67,16,1,1,6,6,3,4,2,0,0,535,192,1,4,1,4,165,0,0,66,0,0,1,0,3,1,3,4,6,0,1,107,2,0,0,0,0,0,0,0,11,2,8,0,109900
710,1,3,69,1,0,3,0,4,0,3,2,2,0,2,2,5,38,53,1,1,12,13,2,4,1,0,0,158,4,1,2,1,4,56,0,0,14,0,0,1,0,2,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,6,2,8,4,52000
711,4,0,357,1,3,1,0,4,1,9,2,2,0,0,3,6,9,0,1,1,8,8,3,4,4,0,0,526,181,1,2,1,4,135,14,0,209,0,0,1,0,2,1,3,5,6,0,1,91,0,27,0,32,0,0,0,0,0,4,8,0,102776
712,11,3,88,1,0,1,0,4,0,22,2,2,4,2,7,4,89,39,1,1,6,6,2,4,2,391,0,296,420,1,2,1,4,404,0,0,238,1,0,2,0,2,1,2,3,6,1,2,158,2,97,101,0,0,0,0,0,9,2,8,4,189000
713,14,3,526,1,3,3,0,4,0,3,6,2,1,2,3,4,71,20,1,1,6,6,3,4,1,406,0,89,244,2,4,0,4,206,0,0,91,1,0,1,0,3,1,3,4,6,0,2,240,2,0,189,0,0,0,0,0,4,0,8,4,129000
714,5,3,883,1,0,3,0,1,0,19,5,2,0,5,5,7,77,55,1,1,6,10,2,4,1,249,0,106,100,1,0,1,4,54,178,0,384,0,0,2,1,3,1,2,4,6,0,2,161,2,0,32,0,0,0,0,0,2,4,8,4,130500
715,0,3,556,1,3,3,0,4,0,14,2,2,0,2,5,4,75,24,3,1,6,6,3,4,1,0,0,613,317,1,4,1,4,476,0,0,309,0,0,2,0,3,1,3,5,6,1,2,164,2,0,0,0,0,0,0,0,7,3,8,4,165000
716,6,4,650,1,3,0,0,4,0,17,2,2,0,5,6,7,5,48,1,1,13,13,3,2,0,0,0,445,96,1,0,1,4,591,294,0,803,0,0,1,1,3,1,3,6,6,0,2,319,1,0,36,53,0,0,0,0,6,1,8,4,159500
717,0,3,540,1,3,3,0,4,0,14,2,2,0,2,4,5,74,50,1,1,6,6,3,4,1,522,0,33,388,1,2,1,4,370,0,0,209,0,1,1,1,3,1,2,3,6,1,2,132,2,142,0,0,0,0,0,0,10,2,8,4,157000
718,5,3,612,1,3,3,0,4,0,15,2,2,0,5,6,4,94,44,3,1,13,7,2,4,2,548,0,66,470,1,0,1,4,463,332,0,784,1,0,2,1,3,1,2,7,6,1,3,425,2,160,128,88,0,0,0,0,7,2,8,4,341000
719,0,3,530,1,0,3,0,4,0,5,2,2,0,2,4,5,70,19,1,1,6,10,3,4,1,245,0,287,253,1,4,1,4,216,0,0,97,0,0,1,1,3,1,3,3,6,1,1,50,2,0,0,0,0,0,0,0,4,0,8,4,128500
720,11,3,158,1,0,2,0,1,1,22,2,2,0,2,7,4,86,35,1,1,6,6,2,4,2,536,0,377,651,1,4,1,4,666,0,0,551,1,0,2,0,2,1,2,3,6,1,2,230,2,55,18,96,0,0,0,0,11,0,8,4,275000
721,11,4,80,1,3,3,0,4,0,5,2,2,4,2,5,4,105,54,1,1,12,13,2,4,2,334,0,100,174,1,0,1,4,128,0,0,45,1,0,1,0,1,1,2,1,6,0,2,115,2,91,0,0,0,0,0,0,4,4,8,4,143000
722,0,3,289,1,3,3,0,4,0,12,2,2,0,2,3,6,71,20,1,1,8,8,3,2,1,53,0,420,185,1,0,1,4,138,0,0,50,0,0,1,0,3,1,3,3,6,0,2,152,2,0,0,0,0,0,0,0,6,3,8,4,124500
723,4,3,296,1,3,3,0,4,0,7,2,2,0,0,3,5,55,22,1,1,8,8,3,4,2,0,0,567,229,1,0,1,4,236,47,0,375,0,0,2,0,4,1,3,5,6,0,1,220,2,0,0,0,0,27,0,0,4,2,8,4,135000
724,0,3,869,1,0,3,0,4,0,7,2,2,0,2,8,4,108,58,3,1,5,5,0,4,2,561,0,299,636,1,0,1,4,645,0,0,522,1,0,2,0,3,1,0,6,6,1,3,348,2,207,52,0,0,0,0,0,1,3,8,4,320000
725,0,3,177,1,3,3,0,4,0,12,2,2,0,2,3,5,71,20,1,1,6,10,3,4,1,153,51,145,185,1,4,1,4,138,0,0,50,0,0,1,0,3,1,2,3,6,0,2,291,2,43,0,0,0,0,0,6,10,3,8,4,120500
726,0,3,1029,1,0,3,0,0,0,6,2,2,0,2,5,8,89,57,3,1,13,10,2,2,1,412,0,19,194,1,0,1,4,636,0,0,509,1,0,2,0,3,1,2,3,6,1,2,214,2,183,32,0,10,0,0,0,11,3,8,4,222000
727,0,3,212,1,3,3,0,4,0,5,2,2,0,2,6,4,108,57,1,1,12,13,2,4,2,369,0,328,421,1,0,1,4,406,0,0,241,1,0,2,0,2,1,2,4,6,0,2,280,2,68,0,0,0,0,0,0,1,3,8,4,194500
728,10,3,729,1,3,3,0,0,0,12,2,2,2,2,4,4,59,8,1,1,12,13,3,4,1,0,0,739,596,1,4,1,4,672,0,0,567,1,0,2,0,4,2,3,7,6,0,3,407,2,0,15,0,0,0,0,0,6,3,0,0,110000
729,1,4,145,1,3,3,0,4,0,9,2,2,0,0,3,4,29,0,1,1,8,8,3,4,1,38,0,396,130,1,4,1,0,128,0,9,224,0,0,1,0,2,1,3,3,6,0,2,213,2,0,13,38,0,0,0,0,0,3,8,4,103000
730,11,3,111,1,0,3,0,4,0,22,2,2,4,2,7,4,96,46,1,1,5,5,2,4,2,549,0,263,600,1,0,1,4,605,0,0,469,1,0,2,0,2,1,2,3,6,1,2,260,2,151,127,0,0,0,0,0,2,4,8,4,236500
731,8,3,496,1,0,3,0,0,0,23,2,2,0,7,6,4,104,53,1,1,12,13,2,4,2,403,0,27,187,1,0,1,4,347,0,0,194,1,0,2,0,3,1,2,4,6,1,2,131,2,91,12,0,0,0,0,0,4,1,8,4,187500
732,5,3,719,1,0,3,0,4,0,5,2,2,0,5,6,4,99,49,1,1,12,13,2,4,2,86,0,548,376,1,0,1,4,352,248,0,682,0,0,2,1,3,1,2,6,6,1,2,215,2,118,70,0,0,0,0,0,6,2,8,4,222500
733,0,3,540,1,3,3,0,0,0,19,1,2,0,2,4,5,62,33,3,1,6,6,3,4,1,289,0,158,185,1,0,1,4,345,0,0,192,1,0,1,0,3,1,3,4,6,1,1,30,2,95,0,0,0,0,0,3,2,3,8,4,131400
734,0,3,406,1,0,3,0,0,0,19,2,2,0,2,4,4,69,18,1,1,9,10,3,4,2,0,0,568,234,1,4,1,4,195,0,0,84,0,0,1,0,3,1,3,4,6,0,1,50,2,81,0,0,0,0,0,0,4,1,8,3,108000
735,7,4,650,1,3,3,0,4,0,17,2,2,0,4,6,6,18,20,1,1,13,14,3,4,0,165,0,318,194,2,1,0,4,148,257,0,563,0,0,1,1,2,1,3,4,6,2,2,62,0,0,195,0,0,0,0,0,9,0,8,4,163000
736,10,3,345,1,3,3,0,4,0,12,2,2,2,2,2,3,51,0,1,1,11,11,3,4,1,0,0,0,0,1,2,0,1,265,0,0,125,0,0,2,0,2,2,3,4,6,0,2,101,2,0,0,0,0,0,0,0,6,0,8,4,93500
737,5,3,605,1,0,1,0,1,0,8,2,2,0,5,7,4,106,55,1,1,12,13,2,4,2,0,0,544,200,1,0,1,4,163,262,0,579,0,0,2,1,3,1,2,6,6,1,3,362,2,0,97,0,0,0,0,0,5,0,8,4,239900
738,10,3,650,1,3,3,0,4,0,7,2,2,2,2,4,4,88,38,1,1,9,10,3,4,1,553,0,0,401,1,4,1,4,384,0,0,221,3,0,3,0,3,1,3,3,6,0,0,0,2,59,0,0,0,0,0,0,2,3,8,2,179000
739,5,3,455,1,0,3,0,4,0,5,2,2,0,5,6,4,105,54,1,1,12,13,2,4,2,0,0,530,185,1,0,1,4,138,238,0,544,0,0,2,1,3,1,2,5,6,0,2,236,2,115,44,0,0,0,0,0,3,3,8,4,190000
740,6,4,498,1,3,3,0,4,0,17,2,2,0,5,4,6,14,52,1,1,13,15,3,2,0,0,0,155,3,1,0,1,4,75,126,0,357,0,0,2,0,2,1,3,5,6,0,2,79,2,174,0,38,0,0,0,0,4,1,8,0,132000
741,0,3,163,1,0,3,0,4,0,19,1,2,0,2,5,7,62,46,3,1,6,6,3,2,1,425,0,25,209,1,2,1,4,171,0,0,69,1,1,1,0,3,1,2,3,6,0,1,43,2,97,0,0,0,0,0,0,4,2,8,4,142000
742,0,3,327,1,3,3,0,4,0,20,2,2,0,2,6,4,101,51,1,1,12,13,3,4,2,0,0,690,485,1,0,1,4,475,0,0,308,0,0,2,0,3,1,3,4,6,0,2,213,2,59,43,0,0,0,0,0,11,1,8,4,179000
743,8,3,846,1,0,3,0,4,0,19,2,2,0,7,4,5,64,49,1,1,6,6,3,4,1,202,0,22,21,1,0,1,4,528,0,0,371,0,1,2,0,3,1,3,4,3,1,2,166,2,190,0,0,0,9,0,0,9,3,8,4,175000
744,11,3,112,1,0,1,0,4,0,22,2,2,4,2,7,4,94,43,1,1,6,6,2,4,2,373,0,384,479,1,2,1,4,469,0,0,298,1,0,2,0,2,1,2,3,6,1,2,151,2,43,0,22,8,0,0,0,9,2,8,4,180000
745,5,3,403,1,0,3,0,4,0,14,2,2,0,5,7,8,77,46,3,1,12,13,0,2,1,280,8,316,367,1,0,1,4,369,410,0,827,0,1,3,1,4,1,2,9,6,2,2,376,2,0,156,0,0,0,0,0,6,2,8,4,299800
746,5,3,377,1,0,3,0,4,0,8,2,2,0,5,6,4,101,50,1,1,12,13,2,4,2,109,0,409,237,1,0,1,4,223,381,0,748,0,0,2,1,4,1,2,6,6,1,2,224,2,142,42,0,0,0,0,0,3,3,8,4,236000
747,6,4,746,1,0,3,0,0,0,17,2,2,0,5,6,6,2,53,4,1,11,12,2,4,4,0,0,666,425,2,4,0,4,461,389,0,819,0,0,1,1,4,1,2,6,6,1,4,396,0,109,0,118,0,0,0,0,4,3,8,4,265979
748,0,3,618,1,0,3,0,4,0,15,2,2,0,2,6,4,97,46,3,1,12,13,2,4,2,462,0,501,645,1,0,1,4,659,0,0,539,1,0,2,0,3,1,2,5,6,1,2,204,2,154,44,58,0,0,0,0,2,4,8,4,260400
749,4,3,322,1,3,3,0,4,0,7,2,2,0,0,3,2,46,0,1,1,14,15,3,4,3,0,0,0,0,5,4,0,1,301,35,0,417,0,0,2,0,4,1,3,7,4,0,1,19,0,41,0,74,0,0,0,0,3,3,8,4,98000
750,4,4,378,1,3,3,0,0,0,17,2,2,0,0,3,6,14,54,1,1,13,14,3,4,0,0,0,369,38,1,2,1,4,90,18,0,189,0,0,1,0,3,1,3,5,3,0,0,0,0,0,133,0,0,0,0,0,5,4,8,4,96500
751,5,3,249,1,3,3,0,4,0,8,6,2,0,5,6,4,104,53,1,1,12,13,2,4,2,0,0,412,66,1,0,1,4,28,124,0,291,0,0,2,1,3,1,2,4,6,0,2,101,2,0,36,0,0,0,0,0,7,1,8,4,162000
752,0,3,442,1,0,3,0,4,0,5,2,2,0,2,5,4,98,47,1,1,12,13,3,2,2,553,0,164,549,1,0,1,4,544,0,0,393,1,0,2,0,3,1,2,4,6,0,2,240,2,97,17,0,0,0,0,0,6,0,8,4,217000
753,5,3,576,1,3,3,0,4,0,16,2,2,0,5,7,4,106,55,1,1,12,13,2,4,2,0,0,602,296,1,2,1,4,263,322,0,705,0,0,2,1,3,1,0,6,6,1,3,404,2,118,40,0,0,0,0,0,2,0,8,4,275500
754,0,3,270,1,3,3,0,4,0,12,2,2,0,2,5,7,70,55,1,1,9,10,3,4,1,198,87,50,293,1,2,1,4,256,0,0,119,1,0,1,0,3,1,2,3,6,0,2,133,2,100,36,0,0,0,0,0,6,3,8,4,156000
755,12,1,43,1,3,3,0,4,0,21,2,2,4,5,5,4,100,49,1,1,8,8,3,4,2,158,0,214,103,1,2,1,4,62,164,0,376,0,0,2,1,3,1,3,4,6,0,2,133,2,0,14,0,0,0,0,0,2,3,8,4,172500
756,5,3,644,1,0,3,0,4,0,5,2,2,0,5,7,4,108,57,1,1,12,13,2,4,2,3,0,522,186,1,0,1,4,140,264,0,563,0,0,2,1,3,1,2,5,6,0,2,242,2,78,89,0,0,0,0,0,3,3,8,4,212000
757,5,3,738,1,0,3,0,1,0,19,2,2,0,5,5,4,79,28,3,1,6,6,3,4,1,197,0,132,70,1,4,1,4,32,157,0,332,0,0,2,1,3,1,3,4,6,1,2,133,2,210,0,0,0,0,0,0,3,4,8,0,158900
758,12,1,20,1,3,3,0,4,0,21,2,2,3,5,6,4,100,49,1,1,8,8,3,4,2,261,0,108,112,1,2,1,4,70,173,0,397,0,0,2,1,3,1,3,4,6,0,2,133,2,0,0,0,0,0,0,0,7,2,8,4,179400
759,5,3,804,1,0,3,0,4,0,15,2,2,0,5,7,4,96,45,1,1,12,13,2,4,2,16,6,655,473,1,0,1,4,465,368,0,802,0,0,2,1,4,1,2,7,6,1,3,340,2,141,82,0,0,0,0,0,10,1,8,4,290000
760,0,3,422,1,3,3,0,4,0,12,2,2,0,2,5,5,60,9,3,1,13,14,3,4,1,301,0,147,185,1,0,1,4,138,0,0,50,0,0,1,0,2,1,3,3,6,0,1,50,2,0,0,0,0,0,0,4,9,3,8,4,127500
761,1,4,172,1,3,3,0,2,0,3,1,2,0,2,4,4,28,0,1,1,13,14,3,4,2,175,0,461,370,1,4,1,4,450,0,0,280,0,0,1,0,2,1,1,3,2,0,2,133,2,0,0,0,0,0,0,0,9,3,8,4,100000
762,5,1,353,1,3,3,0,4,0,21,2,2,0,5,6,4,110,59,1,1,12,13,3,4,2,4,0,455,117,1,0,1,4,72,194,0,425,0,0,2,1,3,1,2,5,6,0,2,265,2,98,33,0,0,0,0,0,5,4,2,4,215200
763,5,3,469,1,3,3,0,4,0,15,2,2,0,5,7,4,100,49,1,1,12,13,2,4,2,544,0,31,434,1,0,1,4,430,334,0,773,1,0,2,1,3,1,2,6,6,1,3,391,2,0,108,0,0,37,0,0,6,3,8,4,337000
764,11,3,488,1,0,3,0,1,0,24,2,2,4,2,7,4,96,46,3,1,3,3,2,2,2,196,136,0,557,1,0,1,4,544,0,0,393,1,0,1,1,2,1,0,4,6,1,2,167,2,0,20,0,0,49,0,0,3,0,8,4,270000
765,0,3,936,1,0,3,0,4,0,21,2,2,0,2,8,4,109,58,1,1,12,13,2,4,2,0,0,727,559,1,0,1,4,552,0,0,401,0,0,2,0,2,1,0,4,6,1,2,248,2,0,140,0,0,0,0,0,7,2,6,5,264132
766,5,3,599,1,3,3,0,4,0,14,2,2,0,5,6,4,89,38,1,1,6,6,3,4,1,167,0,374,261,1,4,1,4,223,167,0,534,0,0,2,1,3,1,3,5,6,1,2,178,2,144,54,59,0,0,0,6,2,4,8,4,196500
767,4,3,827,1,0,3,0,4,0,11,2,2,0,0,5,6,43,35,1,1,12,13,3,4,1,332,0,200,264,1,0,1,4,225,186,0,555,1,0,2,0,4,1,3,5,4,0,1,117,2,158,0,59,0,0,0,14,6,2,8,4,160000
768,0,3,422,1,3,3,0,4,0,5,2,2,0,2,6,4,105,55,3,1,12,13,2,4,2,4,0,767,673,1,0,1,4,686,0,0,591,0,0,2,0,3,1,2,6,6,1,2,170,2,59,22,0,0,0,0,0,9,0,8,4,216837
769,5,3,1064,1,1,1,0,1,1,22,2,2,0,5,7,4,104,53,3,1,5,15,0,4,2,603,0,132,621,1,0,1,4,642,411,0,851,1,0,3,1,4,1,0,10,4,1,3,383,2,258,25,0,0,48,0,0,5,4,8,4,538000
770,9,3,207,1,0,3,0,1,0,19,2,2,0,6,4,4,83,32,3,1,13,14,3,4,1,346,0,91,180,1,4,1,4,134,0,0,47,1,0,1,0,2,1,3,3,6,0,2,240,2,59,0,0,0,0,0,0,3,3,8,4,134900
771,0,3,388,1,3,3,0,4,0,7,2,2,0,2,3,4,52,1,1,1,13,14,3,4,1,427,0,0,166,1,4,1,1,397,0,0,232,0,0,1,0,2,1,3,4,6,0,2,98,2,0,0,0,0,0,0,0,3,0,0,4,102000
772,8,3,255,1,3,3,0,4,0,7,2,2,0,7,5,4,77,26,1,1,9,10,3,4,1,186,21,309,295,1,4,1,4,323,0,0,171,1,0,1,0,3,1,3,4,6,1,2,300,2,78,0,0,0,0,0,0,2,4,8,0,107000
773,0,3,559,1,3,3,0,4,0,12,1,2,0,2,4,4,59,8,1,1,13,14,3,4,1,207,0,291,209,1,0,1,0,171,0,0,69,0,0,1,0,2,1,3,3,6,0,1,34,2,0,0,0,0,0,0,0,6,1,0,4,114500
774,0,3,922,1,3,3,0,0,0,16,2,2,0,2,7,4,107,56,3,1,12,13,2,4,2,0,0,772,684,1,2,1,4,708,0,0,656,0,0,2,0,3,1,2,7,6,1,3,411,2,199,33,0,0,0,0,0,6,1,6,5,395000
775,11,4,84,1,3,3,0,2,0,11,2,2,4,2,5,4,99,48,3,1,12,13,3,4,2,441,0,208,404,1,0,1,4,386,0,0,223,1,0,2,0,2,1,3,3,6,0,2,110,2,0,176,0,0,0,0,0,5,3,8,4,162000
776,0,3,692,1,0,3,0,4,0,5,2,2,0,2,6,4,106,56,1,1,12,13,2,4,2,3,0,741,607,1,0,1,4,604,0,0,468,0,0,2,0,3,1,2,5,6,0,3,397,2,78,47,0,0,0,0,0,6,0,6,5,221500
777,0,3,872,1,0,3,0,4,0,19,2,2,0,2,4,4,75,24,3,1,6,10,3,4,1,388,0,39,185,1,4,1,4,158,0,0,61,1,0,1,0,3,1,3,3,6,1,2,133,2,155,0,0,0,0,0,0,5,0,8,4,142500
778,10,2,320,1,3,3,0,4,0,20,1,2,2,2,4,4,78,27,1,1,9,10,3,4,3,0,0,0,0,1,4,1,4,715,0,0,677,0,0,2,0,4,2,3,8,6,2,2,279,2,0,0,0,0,0,0,0,9,1,8,4,144000
779,10,3,611,1,3,3,0,4,0,11,2,2,2,6,5,4,78,27,1,1,9,7,3,4,1,480,0,0,257,1,4,1,4,242,0,0,111,1,0,1,0,2,1,3,2,6,0,2,185,2,0,0,0,0,0,0,0,4,0,8,4,135000
780,0,3,263,1,3,3,0,4,0,8,2,2,0,2,6,4,96,46,1,1,6,6,3,4,2,0,0,665,424,1,2,1,4,421,0,0,255,0,0,2,0,3,1,3,4,6,1,2,102,2,140,11,0,0,0,0,0,5,1,8,4,176000
781,5,3,198,1,3,3,0,4,0,20,2,2,0,5,5,4,93,42,1,1,12,13,2,2,2,163,0,233,119,1,0,1,4,103,200,0,462,0,0,2,1,3,1,2,5,6,0,2,170,2,0,105,0,0,0,0,0,6,0,8,4,175900
782,0,3,979,1,1,3,0,4,0,5,2,2,0,2,6,4,102,52,1,1,12,13,2,4,2,0,0,708,517,1,0,1,4,513,0,0,355,0,0,2,0,3,1,2,4,6,0,2,258,2,0,22,0,0,0,0,0,5,3,8,4,187100
783,9,3,423,1,0,3,0,0,0,11,2,2,0,6,4,5,79,28,1,1,9,10,3,2,2,526,0,0,338,1,0,1,4,318,0,0,165,1,0,1,0,1,1,2,2,6,1,2,255,2,191,20,0,0,0,0,0,6,3,8,4,165500
784,7,4,148,1,3,3,0,4,0,17,2,2,0,4,5,5,18,51,1,1,13,15,3,4,1,0,0,463,111,1,0,1,4,62,171,0,387,0,0,2,0,3,1,3,7,6,1,0,0,2,0,190,48,0,0,0,0,5,2,8,4,128000
785,0,3,514,1,3,3,0,4,0,14,1,2,0,2,5,4,68,17,1,1,3,14,3,4,1,85,112,319,497,1,4,1,4,473,0,0,302,0,0,2,0,3,1,3,5,6,1,2,146,2,0,0,0,0,44,0,0,8,3,8,4,161500
786,4,4,650,1,3,3,0,4,0,17,0,2,0,0,4,5,19,0,1,1,8,8,3,2,2,347,0,0,76,1,4,1,4,212,138,0,491,1,0,2,0,4,1,3,5,6,0,1,113,2,0,0,79,0,0,0,13,5,4,8,4,139000
787,5,3,558,1,0,3,0,4,0,20,2,2,0,5,6,4,105,54,1,1,12,13,2,4,2,329,0,181,241,1,0,1,4,203,347,0,699,1,0,2,1,4,1,2,6,6,0,2,269,2,0,33,0,0,0,0,0,0,4,8,4,233000
788,0,4,135,1,3,3,0,0,0,17,2,2,0,2,3,6,55,50,1,1,8,8,3,4,1,0,0,548,204,1,0,1,4,163,0,0,64,0,0,1,0,2,1,3,2,6,0,1,37,2,0,0,0,0,0,0,0,7,2,8,4,107900
789,5,3,796,1,0,2,0,4,0,4,2,2,0,5,5,7,67,57,1,1,6,6,3,4,1,275,0,155,164,1,2,1,4,220,341,0,700,0,0,2,1,5,1,2,7,6,0,2,136,2,69,136,0,0,0,0,0,6,1,8,4,187500
790,11,3,41,1,3,3,0,4,0,0,2,2,4,2,6,4,106,56,1,1,12,13,2,4,2,2,0,639,370,1,0,1,4,346,0,0,193,0,0,2,0,2,1,2,3,6,1,2,99,2,46,7,0,0,0,0,0,8,3,8,4,160200
791,8,3,709,1,0,3,0,0,0,11,2,2,0,7,5,4,77,26,1,1,6,6,3,4,2,254,0,318,295,1,4,1,4,282,0,0,137,1,0,1,0,3,1,3,3,6,2,2,213,2,59,0,0,0,0,0,0,4,1,8,4,146800
